month,year,oilCompanies,quantity000MetricTonnes
September,2022,"RIL,JAMNAGAR,GUJARAT",2784.11
September,2022,"NEL-VADINAR,GUJARAT",1692.16
October,2022,"IOCL-BARAUNI,BIHAR",568.94
October,2022,"IOCL-PANIPAT, HARYANA",1184.84
October,2022,"IOCL-GUWAHATI,ASSAM",93.19
October,2022,"CPCL-MANALI, TAMILNADU",723.13
October,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1114.49
November,2022,"IOCL-BARAUNI,BIHAR",573.35
November,2022,"IOCL-MATHURA, UTTAR PRADESH",836.84
November,2022,"BPCL-MUMBAI, MAHARASHTRA",1216.45
November,2022,"BPCL-KOCHI, KERALA",1380.82
November,2022,BORL-BINA,691.93
November,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2677.79
December,2022,"IOCL-DIGBOI,ASSAM",61.96
December,2022,CPCL-TOTAL,960.42
December,2022,"BPCL-MUMBAI, MAHARASHTRA",1344.11
December,2022,BORL-BINA,712.61
December,2022,"MRPL-MANGALORE,KARNATAKA",1504.05
January,2023,"IOCL-MATHURA, UTTAR PRADESH",805.76
January,2023,"IOCL-PANIPAT, HARYANA",1334.66
January,2023,IOCL TOTAL,6541.94
January,2023,"BPCL-KOCHI, KERALA",1533.08
January,2023,BPCL-TOTAL,3601.99
January,2023,"HPCL-MUMBAI,MAHARASHTRA",837.69
January,2023,HPCL-TOTAL,2777.96
February,2023,"IOCL-KOYALI, GUJARAT",1212.84
February,2023,"IOCL-HALDIA, WEST BENGAL",665.21
February,2023,IOCL TOTAL,5938.4
February,2023,"MRPL-MANGALORE,KARNATAKA",1392.99
February,2023,"HPCL-MUMBAI,MAHARASHTRA",803.65
February,2023,"HPCL-VISAKH,ANDHRA PRADESH",745.84
February,2023,HPCL-TOTAL,2557.5
February,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2280.04
February,2023,RIL TOTAL,4855.94
March,2023,"IOCL-KOYALI, GUJARAT",1346.06
March,2023,"IOCL-MATHURA, UTTAR PRADESH",897.88
March,2023,"IOCL-PANIPAT, HARYANA",1297.96
March,2023,"BPCL-MUMBAI, MAHARASHTRA",1358.27
March,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",4.94
March,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1110.38
March,2023,HPCL-TOTAL,2858.24
March,2023,RIL TOTAL,5359.75
April,2021,"IOCL-MATHURA, UTTAR PRADESH",819
April,2021,"BPCL-MUMBAI, MAHARASHTRA",1225
April,2021,"HPCL-VISAKH,ANDHRA PRADESH",826
April,2021,RIL TOTAL,5021
May,2021,"IOCL-BARAUNI,BIHAR",533
May,2021,CPCL-TOTAL,629
May,2021,HPCL-TOTAL,1958
May,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2678
May,2021,RIL TOTAL,5515
May,2021,GRAND TOTAL,18970
June,2021,"IOCL-GUWAHATI,ASSAM",NA
June,2021,"IOCL-DIGBOI,ASSAM",59
June,2021,BPCL-TOTAL,2471
June,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",6
June,2021,ONGC TOTAL,1015
June,2021,"RIL,JAMNAGAR,GUJARAT",2690
July,2021,"IOCL-HALDIA, WEST BENGAL",644
July,2021,"IOCL-MATHURA, UTTAR PRADESH",665
July,2021,"IOCL-PARADIP,ODISHA",1059
July,2021,"BPCL-MUMBAI, MAHARASHTRA",1253
July,2021,"BPCL-KOCHI, KERALA",1087
July,2021,"MRPL-MANGALORE,KARNATAKA",1105
August,2021,"IOCL-KOYALI, GUJARAT",1090
August,2021,"IOCL-HALDIA, WEST BENGAL",709
August,2021,"BPCL-KOCHI, KERALA",1087
August,2021,BORL-BINA,598
August,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7
August,2021,"RIL,JAMNAGAR,GUJARAT",2873
August,2021,RIL TOTAL,5110
September,2021,"CPCL-MANALI, TAMILNADU",497
September,2021,"BPCL-MUMBAI, MAHARASHTRA",957
September,2021,BORL-BINA,579
September,2021,"NRL-NUMALIGARH, ASSAM",238
September,2021,"HPCL-MUMBAI,MAHARASHTRA",411
September,2021,HPCL-TOTAL,2037
September,2021,RIL TOTAL,5203
October,2021,"IOCL-BARAUNI,BIHAR",427
October,2021,"IOCL-KOYALI, GUJARAT",939
October,2021,"IOCL-DIGBOI,ASSAM",61
October,2021,BORL-BINA,658
October,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",6
October,2021,"MRPL-MANGALORE,KARNATAKA",1463
October,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1113
October,2021,HPCL-TOTAL,2501
October,2021,"RIL,JAMNAGAR,GUJARAT",3110
November,2021,"IOCL-PANIPAT, HARYANA",1340
November,2021,"IOCL-DIGBOI,ASSAM",61
November,2021,CPCL-TOTAL,816
November,2021,"HPCL-MUMBAI,MAHARASHTRA",545
November,2021,GRAND TOTAL,21483
December,2021,"IOCL-MATHURA, UTTAR PRADESH",766
December,2021,BPCL-TOTAL,3321
December,2021,ONGC TOTAL,1441
December,2021,"HPCL-VISAKH,ANDHRA PRADESH",809
December,2021,RIL TOTAL,5529
January,2022,"IOCL-KOYALI, GUJARAT",1273
January,2022,"IOCL-HALDIA, WEST BENGAL",301
January,2022,"CPCL-MANALI, TAMILNADU",915
January,2022,"BPCL-KOCHI, KERALA",1450
January,2022,"HPCL-MUMBAI,MAHARASHTRA",852
January,2022,"RIL,JAMNAGAR,GUJARAT",3042
February,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6
February,2022,"MRPL-MANGALORE,KARNATAKA",1392
February,2022,ONGC TOTAL,1399
February,2022,HPCL-TOTAL,2519
March,2022,"IOCL-MATHURA, UTTAR PRADESH",884
March,2022,"IOCL-GUWAHATI,ASSAM",93
March,2022,IOCL TOTAL,6636
March,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6
March,2022,"HPCL-VISAKH,ANDHRA PRADESH",825
March,2022,HPCL-TOTAL,2628
April,2020,"IOCL-HALDIA, WEST BENGAL",305
April,2020,"NRL-NUMALIGARH, ASSAM",170
April,2020,ONGC TOTAL,673
May,2020,"IOCL-KOYALI, GUJARAT",769
May,2020,"IOCL-MATHURA, UTTAR PRADESH",730
May,2020,"IOCL-BONGAIGAON,ASSAM",196
May,2020,"CPCL-MANALI, TAMILNADU",441
June,2020,"IOCL-KOYALI, GUJARAT",1041
June,2020,"IOCL-DIGBOI,ASSAM",61
June,2020,"IOCL-BONGAIGAON,ASSAM",193
June,2020,"IOCL-PARADIP,ODISHA",1227
June,2020,"BPCL-KOCHI, KERALA",931
June,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7
July,2020,"IOCL-HALDIA, WEST BENGAL",580
July,2020,"IOCL-BONGAIGAON,ASSAM",222
July,2020,IOCL TOTAL,5363
July,2020,"BPCL-MUMBAI, MAHARASHTRA",1097
July,2020,"NRL-NUMALIGARH, ASSAM",219
August,2020,"IOCL-PANIPAT, HARYANA",977
August,2020,"IOCL-BONGAIGAON,ASSAM",206
August,2020,"IOCL-PARADIP,ODISHA",266
August,2020,CPCL-TOTAL,562
August,2020,"NRL-NUMALIGARH, ASSAM",226
August,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7
August,2020,ONGC TOTAL,913
September,2020,IOCL TOTAL,4657
September,2020,"BPCL-KOCHI, KERALA",980
September,2020,BPCL-TOTAL,2577
September,2020,"HPCL-MUMBAI,MAHARASHTRA",670
October,2020,"IOCL-BONGAIGAON,ASSAM",222
October,2020,BORL-BINA,561
October,2020,HPCL-TOTAL,2327
October,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2441
October,2020,RIL TOTAL,5464
November,2020,"IOCL-BONGAIGAON,ASSAM",206
November,2020,"IOCL-PARADIP,ODISHA",1325
November,2020,"NRL-NUMALIGARH, ASSAM",230
November,2020,RIL TOTAL,5482
December,2020,"IOCL-HALDIA, WEST BENGAL",709
December,2020,"IOCL-PANIPAT, HARYANA",1359
December,2020,"BPCL-KOCHI, KERALA",1329
December,2020,HPCL-TOTAL,2311
December,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2691
January,2021,"IOCL-KOYALI, GUJARAT",1187
January,2021,"MRPL-MANGALORE,KARNATAKA",1420
January,2021,"HMEL-GGSR, BATHINDA, PUNJAB",801
January,2021,HPCL-TOTAL,2240
January,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2648
January,2021,RIL TOTAL,5564
February,2021,"IOCL-BARAUNI,BIHAR",518
February,2021,"IOCL-HALDIA, WEST BENGAL",657
February,2021,"IOCL-MATHURA, UTTAR PRADESH",790
February,2021,"IOCL-GUWAHATI,ASSAM",80
February,2021,IOCL TOTAL,5387
February,2021,BPCL-TOTAL,3503
February,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7
February,2021,"HPCL-MUMBAI,MAHARASHTRA",642
February,2021,"RIL,JAMNAGAR,GUJARAT",2664
February,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2212
February,2021,"NEL-VADINAR,GUJARAT",1397
March,2021,"IOCL-HALDIA, WEST BENGAL",665
March,2021,"CPCL-MANALI, TAMILNADU",964
March,2021,BORL-BINA,602
March,2021,"NRL-NUMALIGARH, ASSAM",241
March,2021,BPCL-TOTAL,3603
March,2021,"HPCL-MUMBAI,MAHARASHTRA",715
April,2023,"IOCL-MATHURA, UTTAR PRADESH",836.71
April,2023,HPCL-TOTAL,2754.96
May,2023,"IOCL-GUWAHATI,ASSAM",96.3
May,2023,"IOCL-DIGBOI,ASSAM",64.4
May,2023,BORL-BINA,660.48
May,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1101.06
June,2023,IOCL TOTAL,6297.37
June,2023,"MRPL-MANGALORE,KARNATAKA",1452.47
June,2023,ONGC TOTAL,1458.08
June,2023,"HPCL-VISAKH,ANDHRA PRADESH",1049.8
June,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1062.37
June,2023,"RIL,JAMNAGAR,GUJARAT",2783.26
July,2023,"IOCL-KOYALI, GUJARAT",1330.93
July,2023,"IOCL-DIGBOI,ASSAM",63.47
July,2023,CPCL-TOTAL,1040.15
July,2023,"BPCL-MUMBAI, MAHARASHTRA",1367.99
July,2023,BORL-BINA,48.04
July,2023,RIL TOTAL,5516.03
July,2023,GRAND TOTAL,21885.12
August,2023,"CPCL-MANALI, TAMILNADU",1000.38
August,2023,HPCL-TOTAL,2996.38
August,2023,"RIL,JAMNAGAR,GUJARAT",2939.45
September,2023,"IOCL-MATHURA, UTTAR PRADESH",721.79
September,2023,"IOCL-DIGBOI,ASSAM",51.97
September,2023,"BPCL-KOCHI, KERALA",1299.36
September,2023,BPCL-TOTAL,3334.08
September,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",4.18
September,2023,"HPCL-MUMBAI,MAHARASHTRA",846.75
September,2023,"HPCL-VISAKH,ANDHRA PRADESH",1013.17
September,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",1986.7
October,2023,"IOCL-BARAUNI,BIHAR",503.43
October,2023,"CPCL-MANALI, TAMILNADU",1007.23
October,2023,"HPCL-VISAKH,ANDHRA PRADESH",1010.06
October,2023,"RIL,JAMNAGAR,GUJARAT",2925.27
November,2023,"IOCL-PANIPAT, HARYANA",1308.49
December,2023,"IOCL-DIGBOI,ASSAM",69.08
December,2023,"BPCL-MUMBAI, MAHARASHTRA",1390.34
December,2023,"BPCL-KOCHI, KERALA",1563.39
December,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",5.7
December,2023,ONGC TOTAL,1563.95
December,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1109.95
December,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2493.78
January,2024,"IOCL-MATHURA, UTTAR PRADESH",646.13
January,2024,"IOCL-BONGAIGAON,ASSAM",251.93
January,2024,"HMEL-GGSR, BATHINDA, PUNJAB",851.84
January,2024,"NEL-VADINAR,GUJARAT",1732.75
February,2024,"IOCL-BARAUNI,BIHAR",541.97
February,2024,"IOCL-DIGBOI,ASSAM",64.69
February,2024,"IOCL-BONGAIGAON,ASSAM",238.9
February,2024,"IOCL-PARADIP,ODISHA",1271.3
February,2024,"BPCL-MUMBAI, MAHARASHTRA",1307.15
February,2024,"HPCL-VISAKH,ANDHRA PRADESH",1254
February,2024,"HMEL-GGSR, BATHINDA, PUNJAB",884.58
March,2024,"IOCL-MATHURA, UTTAR PRADESH",900.97
March,2024,"IOCL-DIGBOI,ASSAM",68.77
March,2024,"IOCL-PARADIP,ODISHA",1405.67
March,2024,"ONGC-TATIPAKA,ANDHRA PRADESH",5.45
March,2024,"RIL,JAMNAGAR,GUJARAT",3016.31
April,2022,"CPCL-MANALI, TAMILNADU",904.2
April,2022,"BPCL-MUMBAI, MAHARASHTRA",1301.76
April,2022,"BPCL-KOCHI, KERALA",1314.11
April,2022,"MRPL-MANGALORE,KARNATAKA",1480.97
April,2022,"HPCL-VISAKH,ANDHRA PRADESH",797.81
April,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1039.86
April,2022,"NEL-VADINAR,GUJARAT",1659.98
May,2022,IOCL TOTAL,6422.41
May,2022,"NRL-NUMALIGARH, ASSAM",275.34
May,2022,"HPCL-MUMBAI,MAHARASHTRA",844.05
May,2022,HPCL-TOTAL,2757.9
May,2022,"RIL,JAMNAGAR,GUJARAT",3123.94
May,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2547.25
June,2022,"IOCL-KOYALI, GUJARAT",1314.78
June,2022,"IOCL-PARADIP,ODISHA",1263.58
June,2022,BPCL-TOTAL,2895.38
June,2022,"RIL,JAMNAGAR,GUJARAT",2953.79
June,2022,"NEL-VADINAR,GUJARAT",1679.61
July,2022,"IOCL-BARAUNI,BIHAR",558.62
July,2022,"HPCL-MUMBAI,MAHARASHTRA",876.49
July,2022,"RIL,JAMNAGAR,GUJARAT",2932.96
August,2022,"IOCL-HALDIA, WEST BENGAL",708.57
August,2022,"IOCL-PANIPAT, HARYANA",1207.09
August,2022,"BPCL-KOCHI, KERALA",1377.33
August,2022,BORL-BINA,412.22
August,2022,BPCL-TOTAL,3036.17
August,2022,"HPCL-VISAKH,ANDHRA PRADESH",555.78
August,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2146.64
August,2022,GRAND TOTAL,19533.7
September,2022,"IOCL-HALDIA, WEST BENGAL",701.74
September,2022,"IOCL-MATHURA, UTTAR PRADESH",767.41
September,2022,BPCL-TOTAL,3067.65
September,2022,RIL TOTAL,4622.84
September,2022,GRAND TOTAL,19549.92
October,2022,"IOCL-DIGBOI,ASSAM",62.42
October,2022,"IOCL-BONGAIGAON,ASSAM",254.15
October,2022,CPCL-TOTAL,723.13
October,2022,"BPCL-KOCHI, KERALA",581.02
October,2022,"NRL-NUMALIGARH, ASSAM",279.61
October,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",7.55
October,2022,"MRPL-MANGALORE,KARNATAKA",1493.47
October,2022,ONGC TOTAL,1501.02
October,2022,HPCL-TOTAL,2663.38
October,2022,"NEL-VADINAR,GUJARAT",1716.96
November,2022,"IOCL-HALDIA, WEST BENGAL",708.1
November,2022,"IOCL-DIGBOI,ASSAM",59.69
November,2022,CPCL-TOTAL,921
November,2022,ONGC TOTAL,1467.89
November,2022,RIL TOTAL,5233.71
December,2022,"IOCL-BARAUNI,BIHAR",529.96
December,2022,"IOCL-KOYALI, GUJARAT",1326.2
December,2022,"IOCL-PANIPAT, HARYANA",890.41
December,2022,"IOCL-BONGAIGAON,ASSAM",251.22
December,2022,"CPCL-MANALI, TAMILNADU",960.42
December,2022,BPCL-TOTAL,3563.35
December,2022,"HPCL-VISAKH,ANDHRA PRADESH",818.38
January,2023,"IOCL-GUWAHATI,ASSAM",94.01
January,2023,"BPCL-MUMBAI, MAHARASHTRA",1390.21
January,2023,BORL-BINA,678.71
January,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.57
January,2023,"HPCL-VISAKH,ANDHRA PRADESH",823.65
January,2023,"RIL,JAMNAGAR,GUJARAT",2848
February,2023,"IOCL-GUWAHATI,ASSAM",86.09
February,2023,"IOCL-DIGBOI,ASSAM",57.15
February,2023,"IOCL-BONGAIGAON,ASSAM",233.22
February,2023,"IOCL-PARADIP,ODISHA",1191.96
February,2023,CPCL-TOTAL,927.88
February,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1008.02
March,2023,"IOCL-BARAUNI,BIHAR",579.97
March,2023,"IOCL-DIGBOI,ASSAM",59.4
March,2023,"IOCL-PARADIP,ODISHA",1418.04
March,2023,CPCL-TOTAL,1033.64
March,2023,"MRPL-MANGALORE,KARNATAKA",1502.25
March,2023,"RIL,JAMNAGAR,GUJARAT",2822.16
March,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2537.59
March,2023,"NEL-VADINAR,GUJARAT",1707.4
March,2023,GRAND TOTAL,23003.61
April,2021,"IOCL-PANIPAT, HARYANA",1322
April,2021,"BPCL-KOCHI, KERALA",1363
April,2021,"MRPL-MANGALORE,KARNATAKA",1100
April,2021,HPCL-TOTAL,1926
May,2021,"IOCL-BONGAIGAON,ASSAM",227
May,2021,IOCL TOTAL,5380
May,2021,BPCL-TOTAL,2601
May,2021,"HPCL-MUMBAI,MAHARASHTRA",119
June,2021,"IOCL-KOYALI, GUJARAT",1072
June,2021,"IOCL-HALDIA, WEST BENGAL",606
June,2021,"IOCL-PANIPAT, HARYANA",1213
June,2021,BORL-BINA,425
June,2021,HPCL-TOTAL,1848
June,2021,"NEL-VADINAR,GUJARAT",1650
July,2021,"IOCL-PANIPAT, HARYANA",1343
July,2021,"IOCL-GUWAHATI,ASSAM",NA
July,2021,"IOCL-BONGAIGAON,ASSAM",226
July,2021,CPCL-TOTAL,819
July,2021,ONGC TOTAL,1108
July,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1098
August,2021,"IOCL-DIGBOI,ASSAM",56
August,2021,"IOCL-PARADIP,ODISHA",663
August,2021,"CPCL-MANALI, TAMILNADU",629
August,2021,CPCL-TOTAL,629
August,2021,BPCL-TOTAL,2971
August,2021,"NRL-NUMALIGARH, ASSAM",212
August,2021,"MRPL-MANGALORE,KARNATAKA",1007
August,2021,ONGC TOTAL,1013
August,2021,"NEL-VADINAR,GUJARAT",1710
September,2021,"IOCL-BARAUNI,BIHAR",56
September,2021,"IOCL-KOYALI, GUJARAT",1005
September,2021,"IOCL-HALDIA, WEST BENGAL",642
September,2021,"IOCL-MATHURA, UTTAR PRADESH",723
September,2021,CPCL-TOTAL,497
September,2021,"BPCL-KOCHI, KERALA",1338
September,2021,BPCL-TOTAL,2874
September,2021,"HPCL-VISAKH,ANDHRA PRADESH",546
October,2021,"IOCL-MATHURA, UTTAR PRADESH",854
October,2021,"IOCL-GUWAHATI,ASSAM",93
October,2021,ONGC TOTAL,1469
October,2021,RIL TOTAL,5754
October,2021,"NEL-VADINAR,GUJARAT",1749
November,2021,"CPCL-MANALI, TAMILNADU",816
November,2021,"BPCL-MUMBAI, MAHARASHTRA",1294
November,2021,BPCL-TOTAL,3407
November,2021,ONGC TOTAL,1475
November,2021,"RIL,JAMNAGAR,GUJARAT",2997
December,2021,"IOCL-GUWAHATI,ASSAM",84
December,2021,"IOCL-DIGBOI,ASSAM",62
December,2021,"IOCL-PARADIP,ODISHA",1330
December,2021,"BPCL-KOCHI, KERALA",1360
December,2021,"NRL-NUMALIGARH, ASSAM",137
December,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2510
January,2022,"IOCL-BARAUNI,BIHAR",619
January,2022,"IOCL-BONGAIGAON,ASSAM",207
January,2022,BORL-BINA,722
January,2022,ONGC TOTAL,1448
January,2022,"HPCL-VISAKH,ANDHRA PRADESH",793
January,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1100
January,2022,HPCL-TOTAL,2745
January,2022,GRAND TOTAL,21709
February,2022,"IOCL-HALDIA, WEST BENGAL",630
February,2022,"IOCL-MATHURA, UTTAR PRADESH",781
February,2022,"IOCL-PANIPAT, HARYANA",1122
February,2022,"CPCL-MANALI, TAMILNADU",928
February,2022,"BPCL-KOCHI, KERALA",1394
February,2022,BPCL-TOTAL,3225
February,2022,"HPCL-VISAKH,ANDHRA PRADESH",761
February,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1010
February,2022,RIL TOTAL,4790
March,2022,"IOCL-HALDIA, WEST BENGAL",747
March,2022,"BPCL-MUMBAI, MAHARASHTRA",1268
March,2022,"BPCL-KOCHI, KERALA",1522
March,2022,RIL TOTAL,5129
March,2022,"NEL-VADINAR,GUJARAT",1690
April,2020,"IOCL-DIGBOI,ASSAM",54
April,2020,IOCL TOTAL,3046
April,2020,"CPCL-MANALI, TAMILNADU",308
April,2020,CPCL-TOTAL,308
April,2020,"BPCL-KOCHI, KERALA",815
April,2020,"RIL,JAMNAGAR,GUJARAT",2792
April,2020,"NEL-VADINAR,GUJARAT",1402
May,2020,"IOCL-HALDIA, WEST BENGAL",319
May,2020,"BPCL-MUMBAI, MAHARASHTRA",907
May,2020,"BPCL-KOCHI, KERALA",676
May,2020,BORL-BINA,440
May,2020,BPCL-TOTAL,2229
May,2020,ONGC TOTAL,572
May,2020,"HMEL-GGSR, BATHINDA, PUNJAB",653
May,2020,"NEL-VADINAR,GUJARAT",1561
June,2020,"IOCL-PANIPAT, HARYANA",1173
June,2020,CPCL-TOTAL,579
June,2020,"BPCL-MUMBAI, MAHARASHTRA",972
June,2020,"MRPL-MANGALORE,KARNATAKA",627
June,2020,"HPCL-MUMBAI,MAHARASHTRA",654
June,2020,RIL TOTAL,4652
June,2020,GRAND TOTAL,17537
July,2020,"IOCL-KOYALI, GUJARAT",1092
July,2020,"IOCL-GUWAHATI,ASSAM",87
July,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7
July,2020,"HPCL-MUMBAI,MAHARASHTRA",637
July,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1035
July,2020,RIL TOTAL,4299
August,2020,"IOCL-MATHURA, UTTAR PRADESH",641
August,2020,"HPCL-VISAKH,ANDHRA PRADESH",651
August,2020,"RIL,JAMNAGAR,GUJARAT",3021
August,2020,GRAND TOTAL,16150
September,2020,"IOCL-KOYALI, GUJARAT",899
September,2020,"IOCL-HALDIA, WEST BENGAL",440
September,2020,"IOCL-MATHURA, UTTAR PRADESH",615
September,2020,"IOCL-PARADIP,ODISHA",992
September,2020,"CPCL-MANALI, TAMILNADU",770
September,2020,"MRPL-MANGALORE,KARNATAKA",813
September,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1016
September,2020,"RIL,JAMNAGAR,GUJARAT",2779
September,2020,RIL TOTAL,5009
October,2020,"IOCL-MATHURA, UTTAR PRADESH",709
October,2020,"IOCL-PANIPAT, HARYANA",1237
October,2020,"IOCL-GUWAHATI,ASSAM",84
October,2020,"IOCL-PARADIP,ODISHA",1279
October,2020,"BPCL-MUMBAI, MAHARASHTRA",1051
October,2020,"BPCL-KOCHI, KERALA",1066
October,2020,"MRPL-MANGALORE,KARNATAKA",731
November,2020,"BPCL-KOCHI, KERALA",1337
November,2020,ONGC TOTAL,1018
November,2020,"RIL,JAMNAGAR,GUJARAT",2871
November,2020,"NEL-VADINAR,GUJARAT",1476
December,2020,"IOCL-KOYALI, GUJARAT",1173
December,2020,"IOCL-PARADIP,ODISHA",977
December,2020,IOCL TOTAL,5988
December,2020,"HPCL-VISAKH,ANDHRA PRADESH",707
December,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1027
December,2020,RIL TOTAL,5688
January,2021,"IOCL-BONGAIGAON,ASSAM",211
January,2021,CPCL-TOTAL,917
January,2021,BORL-BINA,694
January,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",8
January,2021,"HPCL-MUMBAI,MAHARASHTRA",639
February,2021,"IOCL-DIGBOI,ASSAM",22
February,2021,"NRL-NUMALIGARH, ASSAM",227
February,2021,"HMEL-GGSR, BATHINDA, PUNJAB",13
February,2021,HPCL-TOTAL,1392
March,2021,"IOCL-BARAUNI,BIHAR",569
March,2021,"IOCL-KOYALI, GUJARAT",944
March,2021,"IOCL-PANIPAT, HARYANA",1192
March,2021,"IOCL-GUWAHATI,ASSAM",89
March,2021,"BPCL-KOCHI, KERALA",1383
March,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1025
March,2021,"RIL,JAMNAGAR,GUJARAT",2839
March,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2051
March,2021,"NEL-VADINAR,GUJARAT",1627
March,2021,GRAND TOTAL,20985
